,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Ai Preto,0.953,0.57,6,-5.149,1,0.245,0.537,0.0,0.0993,0.834,129.947,audio_features,5vC8UAOHeG95ehRzZChniB,spotify:track:5vC8UAOHeG95ehRzZChniB,https://api.spotify.com/v1/tracks/5vC8UAOHeG95ehRzZChniB,https://api.spotify.com/v1/audio-analysis/5vC8UAOHeG95ehRzZChniB,131583,4
1,October,0.445,0.367,0,-13.086,1,0.0452,0.761,0.075,0.0987,0.202,155.675,audio_features,0AjcdGri5vhJsmZnduCEqd,spotify:track:0AjcdGri5vhJsmZnduCEqd,https://api.spotify.com/v1/tracks/0AjcdGri5vhJsmZnduCEqd,https://api.spotify.com/v1/audio-analysis/0AjcdGri5vhJsmZnduCEqd,165592,4
2,canseira,0.755,0.82,7,-4.413,0,0.0288,0.227,5.66e-05,0.095,0.814,137.001,audio_features,6RMGH9S2DGpMyt2XtpNu14,spotify:track:6RMGH9S2DGpMyt2XtpNu14,https://api.spotify.com/v1/tracks/6RMGH9S2DGpMyt2XtpNu14,https://api.spotify.com/v1/audio-analysis/6RMGH9S2DGpMyt2XtpNu14,191953,4
3,City,0.492,0.116,2,-15.15,0,0.0379,0.899,1.93e-06,0.0888,0.434,111.787,audio_features,1xk2Z84gbcn4tPXiiutxzS,spotify:track:1xk2Z84gbcn4tPXiiutxzS,https://api.spotify.com/v1/tracks/1xk2Z84gbcn4tPXiiutxzS,https://api.spotify.com/v1/audio-analysis/1xk2Z84gbcn4tPXiiutxzS,149720,4
4,Dandara,0.813,0.688,7,-6.206,0,0.0384,0.202,0.00257,0.0387,0.546,110.014,audio_features,6E1C76vwvkS0S3xFazdiCp,spotify:track:6E1C76vwvkS0S3xFazdiCp,https://api.spotify.com/v1/tracks/6E1C76vwvkS0S3xFazdiCp,https://api.spotify.com/v1/audio-analysis/6E1C76vwvkS0S3xFazdiCp,216808,4
5,Sleep Talking,0.518,0.217,9,-14.02,0,0.0479,0.31,0.0096,0.0682,0.237,168.219,audio_features,02YWpfMAUVTvsbhu3QO9fM,spotify:track:02YWpfMAUVTvsbhu3QO9fM,https://api.spotify.com/v1/tracks/02YWpfMAUVTvsbhu3QO9fM,https://api.spotify.com/v1/audio-analysis/02YWpfMAUVTvsbhu3QO9fM,186987,4
6,Keep the Car Running,0.447,0.887,2,-5.612,1,0.0271,0.000597,0.000123,0.96,0.525,99.233,audio_features,3LR0zMkAWQEaFSpj1VNaOr,spotify:track:3LR0zMkAWQEaFSpj1VNaOr,https://api.spotify.com/v1/tracks/3LR0zMkAWQEaFSpj1VNaOr,https://api.spotify.com/v1/audio-analysis/3LR0zMkAWQEaFSpj1VNaOr,205320,4
7,Atlas Hands,0.63,0.316,6,-11.885,1,0.0293,0.898,0.00217,0.0616,0.477,82.529,audio_features,3JEye8rsrvGdlrBvZUgNIL,spotify:track:3JEye8rsrvGdlrBvZUgNIL,https://api.spotify.com/v1/tracks/3JEye8rsrvGdlrBvZUgNIL,https://api.spotify.com/v1/audio-analysis/3JEye8rsrvGdlrBvZUgNIL,173091,4
8,Meditação,0.404,0.425,7,-12.756,0,0.0334,0.846,0.0105,0.188,0.555,83.899,audio_features,1KcrfXWVdStS6UtSxmzGps,spotify:track:1KcrfXWVdStS6UtSxmzGps,https://api.spotify.com/v1/tracks/1KcrfXWVdStS6UtSxmzGps,https://api.spotify.com/v1/audio-analysis/1KcrfXWVdStS6UtSxmzGps,137800,4
9,Ninguém,0.51,0.185,11,-9.43,0,0.0707,0.913,1.29e-06,0.138,0.207,182.068,audio_features,5O4lp65sEWenlviCdYdeOG,spotify:track:5O4lp65sEWenlviCdYdeOG,https://api.spotify.com/v1/tracks/5O4lp65sEWenlviCdYdeOG,https://api.spotify.com/v1/audio-analysis/5O4lp65sEWenlviCdYdeOG,190592,3
10,Rendez-vous,0.605,0.815,0,-6.739,1,0.0312,0.083,0.274,0.274,0.498,132.508,audio_features,4ilhAiU52ZiHlfmQbmfhWq,spotify:track:4ilhAiU52ZiHlfmQbmfhWq,https://api.spotify.com/v1/tracks/4ilhAiU52ZiHlfmQbmfhWq,https://api.spotify.com/v1/audio-analysis/4ilhAiU52ZiHlfmQbmfhWq,238227,4
11,"Watashi no Uso (From ""Shigatsu wa Kimi no Uso"")",0.636,0.0704,0,-21.737,1,0.108,0.98,0.895,0.098,0.249,94.862,audio_features,2GXGQsBFTIUoELvIRTeJpy,spotify:track:2GXGQsBFTIUoELvIRTeJpy,https://api.spotify.com/v1/tracks/2GXGQsBFTIUoELvIRTeJpy,https://api.spotify.com/v1/audio-analysis/2GXGQsBFTIUoELvIRTeJpy,182044,3
12,Whoopy,0.416,0.472,10,-7.137,0,0.11,0.308,0.000284,0.132,0.494,135.308,audio_features,0RHDD08v8DAZsb60cwzgih,spotify:track:0RHDD08v8DAZsb60cwzgih,https://api.spotify.com/v1/tracks/0RHDD08v8DAZsb60cwzgih,https://api.spotify.com/v1/audio-analysis/0RHDD08v8DAZsb60cwzgih,73045,4
13,Cher Antoine,0.534,0.618,4,-10.633,0,0.0406,0.107,0.0456,0.103,0.414,146.951,audio_features,28yKJf5LNOIOTASMThamtG,spotify:track:28yKJf5LNOIOTASMThamtG,https://api.spotify.com/v1/tracks/28yKJf5LNOIOTASMThamtG,https://api.spotify.com/v1/audio-analysis/28yKJf5LNOIOTASMThamtG,149173,4
14,Adivinha Aí,0.723,0.912,7,-2.81,1,0.0422,0.356,2.67e-06,0.17,0.696,152.046,audio_features,36VuUsoIGq395mwQFhhXfY,spotify:track:36VuUsoIGq395mwQFhhXfY,https://api.spotify.com/v1/tracks/36VuUsoIGq395mwQFhhXfY,https://api.spotify.com/v1/audio-analysis/36VuUsoIGq395mwQFhhXfY,156316,4
15,Ive Brussell (feat. Caetano Veloso),0.716,0.55,9,-10.779,1,0.121,0.39,1.8e-05,0.619,0.966,88.82,audio_features,6HJgN2v2HiPNstNnHrVtK8,spotify:track:6HJgN2v2HiPNstNnHrVtK8,https://api.spotify.com/v1/tracks/6HJgN2v2HiPNstNnHrVtK8,https://api.spotify.com/v1/audio-analysis/6HJgN2v2HiPNstNnHrVtK8,282387,4
16,Samba E Amor,0.512,0.554,0,-8.041,0,0.031,0.641,0.00392,0.0744,0.446,121.244,audio_features,4uEYpkj1LftTpAXpUwqQo0,spotify:track:4uEYpkj1LftTpAXpUwqQo0,https://api.spotify.com/v1/tracks/4uEYpkj1LftTpAXpUwqQo0,https://api.spotify.com/v1/audio-analysis/4uEYpkj1LftTpAXpUwqQo0,199667,4
17,Para Que Entre o Rei - Ao Vivo,0.483,0.568,7,-8.57,1,0.0392,0.127,0.0,0.12,0.0807,129.988,audio_features,2c8UiaOBa5eWB5eVIMpAna,spotify:track:2c8UiaOBa5eWB5eVIMpAna,https://api.spotify.com/v1/tracks/2c8UiaOBa5eWB5eVIMpAna,https://api.spotify.com/v1/audio-analysis/2c8UiaOBa5eWB5eVIMpAna,398563,4
18,Strange Days,0.411,0.763,9,-6.738,0,0.0541,0.199,0.00447,0.329,0.462,121.57,audio_features,4WFVX3E568hdAixIj3U222,spotify:track:4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/tracks/4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/audio-analysis/4WFVX3E568hdAixIj3U222,186560,4
19,The Car,0.428,0.365,4,-11.889,0,0.0276,0.78,0.0033,0.113,0.236,94.033,audio_features,0C6dSPCqwKqwos6s1CrDrh,spotify:track:0C6dSPCqwKqwos6s1CrDrh,https://api.spotify.com/v1/tracks/0C6dSPCqwKqwos6s1CrDrh,https://api.spotify.com/v1/audio-analysis/0C6dSPCqwKqwos6s1CrDrh,198554,3
20,Isqueiro azul (Participação especial de Alexandre Carlo),0.617,0.65,7,-7.495,1,0.0487,0.0871,0.000919,0.106,0.639,153.964,audio_features,6sDEaZwxiNOhrUx1FNxywv,spotify:track:6sDEaZwxiNOhrUx1FNxywv,https://api.spotify.com/v1/tracks/6sDEaZwxiNOhrUx1FNxywv,https://api.spotify.com/v1/audio-analysis/6sDEaZwxiNOhrUx1FNxywv,169156,4
21,Social Sites,0.412,0.618,4,-4.964,0,0.0466,0.108,0.0,0.279,0.209,120.578,audio_features,5N47ugmempxYTC2fVzWRbG,spotify:track:5N47ugmempxYTC2fVzWRbG,https://api.spotify.com/v1/tracks/5N47ugmempxYTC2fVzWRbG,https://api.spotify.com/v1/audio-analysis/5N47ugmempxYTC2fVzWRbG,289309,4
22,Your Song Saved My Life - From Sing 2,0.38,0.637,5,-7.128,1,0.0274,0.28,0.0,0.0545,0.392,183.968,audio_features,4fcbxnnfUycb7fJAInJOob,spotify:track:4fcbxnnfUycb7fJAInJOob,https://api.spotify.com/v1/tracks/4fcbxnnfUycb7fJAInJOob,https://api.spotify.com/v1/audio-analysis/4fcbxnnfUycb7fJAInJOob,210280,4
23,Heaven and Hell - 2009 Remaster,0.333,0.445,3,-16.343,0,0.0283,0.00858,0.0451,0.167,0.35,89.371,audio_features,3HzWxmvpQU3QHQ59zw1X4V,spotify:track:3HzWxmvpQU3QHQ59zw1X4V,https://api.spotify.com/v1/tracks/3HzWxmvpQU3QHQ59zw1X4V,https://api.spotify.com/v1/audio-analysis/3HzWxmvpQU3QHQ59zw1X4V,417840,4
24,Rain Take Me Back Himalaya,0.628,0.465,5,-9.516,1,0.0294,0.0548,0.716,0.645,0.135,126.962,audio_features,4S2be7DT90dt19piW7wj8O,spotify:track:4S2be7DT90dt19piW7wj8O,https://api.spotify.com/v1/tracks/4S2be7DT90dt19piW7wj8O,https://api.spotify.com/v1/audio-analysis/4S2be7DT90dt19piW7wj8O,267845,4
25,Ogum - Ao Vivo,0.519,0.822,9,-7.704,1,0.154,0.792,0.0,0.956,0.593,86.528,audio_features,5ii11kM3XEBh1viHC6ObhX,spotify:track:5ii11kM3XEBh1viHC6ObhX,https://api.spotify.com/v1/tracks/5ii11kM3XEBh1viHC6ObhX,https://api.spotify.com/v1/audio-analysis/5ii11kM3XEBh1viHC6ObhX,261027,4
26,CRY,0.409,0.399,7,-10.456,1,0.0275,0.763,0.654,0.112,0.161,142.823,audio_features,0Qr61NXlyAeQaADO5xn3rI,spotify:track:0Qr61NXlyAeQaADO5xn3rI,https://api.spotify.com/v1/tracks/0Qr61NXlyAeQaADO5xn3rI,https://api.spotify.com/v1/audio-analysis/0Qr61NXlyAeQaADO5xn3rI,256800,4
27,Döngüm,0.623,0.747,0,-6.706,1,0.0261,0.13,0.419,0.106,0.398,109.963,audio_features,2OvQx1RIx6Ymys51lH87xJ,spotify:track:2OvQx1RIx6Ymys51lH87xJ,https://api.spotify.com/v1/tracks/2OvQx1RIx6Ymys51lH87xJ,https://api.spotify.com/v1/audio-analysis/2OvQx1RIx6Ymys51lH87xJ,270028,4
28,Time Moves Slow,0.591,0.376,11,-10.832,0,0.0543,0.478,0.0282,0.101,0.308,140.026,audio_features,1IqF5PUDUnaykHLs0RWbDO,spotify:track:1IqF5PUDUnaykHLs0RWbDO,https://api.spotify.com/v1/tracks/1IqF5PUDUnaykHLs0RWbDO,https://api.spotify.com/v1/audio-analysis/1IqF5PUDUnaykHLs0RWbDO,273864,4
29,FACC,0.722,0.704,7,-6.172,1,0.123,0.143,0.00335,0.171,0.889,156.101,audio_features,4lLpZGBjBdhjcH9iw4GP9h,spotify:track:4lLpZGBjBdhjcH9iw4GP9h,https://api.spotify.com/v1/tracks/4lLpZGBjBdhjcH9iw4GP9h,https://api.spotify.com/v1/audio-analysis/4lLpZGBjBdhjcH9iw4GP9h,166690,4
30,Nada Mudou,0.331,0.57,0,-5.23,1,0.0254,0.321,0.0,0.694,0.447,89.86,audio_features,3gDTUQAdwCwYHK8JA9q0Dn,spotify:track:3gDTUQAdwCwYHK8JA9q0Dn,https://api.spotify.com/v1/tracks/3gDTUQAdwCwYHK8JA9q0Dn,https://api.spotify.com/v1/audio-analysis/3gDTUQAdwCwYHK8JA9q0Dn,242440,4
31,Where Is My Mind? - Remastered,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,audio_features,7wCmS9TTVUcIhRalDYFgPy,spotify:track:7wCmS9TTVUcIhRalDYFgPy,https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy,https://api.spotify.com/v1/audio-analysis/7wCmS9TTVUcIhRalDYFgPy,234973,4
32,Desbeijar Minha Boca - Ao Vivo,0.737,0.734,4,-4.944,1,0.0378,0.481,1.65e-06,0.524,0.756,126.055,audio_features,1TZJfIgbr3KAasGHjQ29y5,spotify:track:1TZJfIgbr3KAasGHjQ29y5,https://api.spotify.com/v1/tracks/1TZJfIgbr3KAasGHjQ29y5,https://api.spotify.com/v1/audio-analysis/1TZJfIgbr3KAasGHjQ29y5,157810,4
33,C'est La Vie,0.888,0.778,9,-3.671,1,0.0945,0.0566,0.0,0.0653,0.774,142.128,audio_features,0cgy8EueqwMuYzOZrW5vPB,spotify:track:0cgy8EueqwMuYzOZrW5vPB,https://api.spotify.com/v1/tracks/0cgy8EueqwMuYzOZrW5vPB,https://api.spotify.com/v1/audio-analysis/0cgy8EueqwMuYzOZrW5vPB,160162,4
34,Next to You,0.67,0.676,8,-4.725,1,0.037,0.0201,0.0,0.11,0.349,114.974,audio_features,7gd01LMH2gBcoDngSt8sq9,spotify:track:7gd01LMH2gBcoDngSt8sq9,https://api.spotify.com/v1/tracks/7gd01LMH2gBcoDngSt8sq9,https://api.spotify.com/v1/audio-analysis/7gd01LMH2gBcoDngSt8sq9,265813,4
35,Vesúvio,0.759,0.53,6,-11.286,1,0.0708,0.546,9.44e-06,0.131,0.522,144.005,audio_features,0QvroDjCXtzlEaCIgUSVmP,spotify:track:0QvroDjCXtzlEaCIgUSVmP,https://api.spotify.com/v1/tracks/0QvroDjCXtzlEaCIgUSVmP,https://api.spotify.com/v1/audio-analysis/0QvroDjCXtzlEaCIgUSVmP,218760,4
36,Tranquility Base Hotel & Casino,0.584,0.835,9,-4.326,0,0.0297,0.0411,0.0147,0.199,0.781,142.2,audio_features,7co8zvT6HJuyT81IDukyID,spotify:track:7co8zvT6HJuyT81IDukyID,https://api.spotify.com/v1/tracks/7co8zvT6HJuyT81IDukyID,https://api.spotify.com/v1/audio-analysis/7co8zvT6HJuyT81IDukyID,212093,4
37,"Wake up, Slowly",0.698,0.392,6,-9.999,1,0.0367,0.98,0.941,0.11,0.215,115.976,audio_features,0S1H1hQmKa3UM8dbE2jey0,spotify:track:0S1H1hQmKa3UM8dbE2jey0,https://api.spotify.com/v1/tracks/0S1H1hQmKa3UM8dbE2jey0,https://api.spotify.com/v1/audio-analysis/0S1H1hQmKa3UM8dbE2jey0,183362,4
38,The Night Won't Scare Me,0.417,0.876,5,-6.852,1,0.0483,0.000516,0.00769,0.133,0.588,82.76,audio_features,2xeahXRTCYtRWr7DzYVxpf,spotify:track:2xeahXRTCYtRWr7DzYVxpf,https://api.spotify.com/v1/tracks/2xeahXRTCYtRWr7DzYVxpf,https://api.spotify.com/v1/audio-analysis/2xeahXRTCYtRWr7DzYVxpf,333107,4
39,Somos Só,0.598,0.189,3,-15.681,1,0.0361,0.944,0.0404,0.358,0.138,115.07,audio_features,0djmDwUQSh156s9wuvl4Tt,spotify:track:0djmDwUQSh156s9wuvl4Tt,https://api.spotify.com/v1/tracks/0djmDwUQSh156s9wuvl4Tt,https://api.spotify.com/v1/audio-analysis/0djmDwUQSh156s9wuvl4Tt,213333,4
40,Put Your Records On,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34e-06,0.133,0.542,96.038,audio_features,2nGFzvICaeEWjIrBrL2RAx,spotify:track:2nGFzvICaeEWjIrBrL2RAx,https://api.spotify.com/v1/tracks/2nGFzvICaeEWjIrBrL2RAx,https://api.spotify.com/v1/audio-analysis/2nGFzvICaeEWjIrBrL2RAx,215360,4
41,Satisfazer,0.499,0.418,0,-10.275,1,0.165,0.718,0.0105,0.118,0.19,102.047,audio_features,23Tfw4owCKpWajvvepuc6c,spotify:track:23Tfw4owCKpWajvvepuc6c,https://api.spotify.com/v1/tracks/23Tfw4owCKpWajvvepuc6c,https://api.spotify.com/v1/audio-analysis/23Tfw4owCKpWajvvepuc6c,173000,4
42,Cyclone,0.58,0.482,4,-5.357,1,0.0279,0.753,0.000958,0.073,0.199,67.616,audio_features,53XM8O6sQ4YzCq2jYgXuC6,spotify:track:53XM8O6sQ4YzCq2jYgXuC6,https://api.spotify.com/v1/tracks/53XM8O6sQ4YzCq2jYgXuC6,https://api.spotify.com/v1/audio-analysis/53XM8O6sQ4YzCq2jYgXuC6,270774,4
43,angels (emily),0.411,0.318,4,-9.782,1,0.0308,0.545,0.0227,0.0766,0.198,86.056,audio_features,6RdbAR9bGvoZlDUMLwCzbk,spotify:track:6RdbAR9bGvoZlDUMLwCzbk,https://api.spotify.com/v1/tracks/6RdbAR9bGvoZlDUMLwCzbk,https://api.spotify.com/v1/audio-analysis/6RdbAR9bGvoZlDUMLwCzbk,169227,4
44,Slow It Down,0.431,0.065,1,-14.558,1,0.0398,0.93,0.0,0.0917,0.106,142.55,audio_features,5OFcjrC1OiRSBylQgF5HDD,spotify:track:5OFcjrC1OiRSBylQgF5HDD,https://api.spotify.com/v1/tracks/5OFcjrC1OiRSBylQgF5HDD,https://api.spotify.com/v1/audio-analysis/5OFcjrC1OiRSBylQgF5HDD,307000,4
45,West,0.527,0.591,6,-7.664,0,0.0396,0.194,0.0194,0.0907,0.461,123.167,audio_features,5Y6nVaayzitvsD5F7nr3DV,spotify:track:5Y6nVaayzitvsD5F7nr3DV,https://api.spotify.com/v1/tracks/5Y6nVaayzitvsD5F7nr3DV,https://api.spotify.com/v1/audio-analysis/5Y6nVaayzitvsD5F7nr3DV,256760,4
46,"Violin Concerto In E Minor, Op. 64, MWV O14: II. Andante",0.209,0.0597,0,-27.115,1,0.0459,0.887,0.0616,0.0704,0.0398,103.276,audio_features,68E7UHatraGxsTXbB56XPY,spotify:track:68E7UHatraGxsTXbB56XPY,https://api.spotify.com/v1/tracks/68E7UHatraGxsTXbB56XPY,https://api.spotify.com/v1/audio-analysis/68E7UHatraGxsTXbB56XPY,434867,3
47,Meus 26,0.434,0.173,4,-12.131,1,0.0435,0.512,1.74e-05,0.253,0.158,122.787,audio_features,4fi7G08tvFqSj5B4HcGQzX,spotify:track:4fi7G08tvFqSj5B4HcGQzX,https://api.spotify.com/v1/tracks/4fi7G08tvFqSj5B4HcGQzX,https://api.spotify.com/v1/audio-analysis/4fi7G08tvFqSj5B4HcGQzX,300924,4
48,Goldrushed,0.581,0.889,7,-5.521,1,0.0364,0.00181,8.06e-06,0.122,0.397,102.951,audio_features,117LA4c5O1XWnU2GtEFTKP,spotify:track:117LA4c5O1XWnU2GtEFTKP,https://api.spotify.com/v1/tracks/117LA4c5O1XWnU2GtEFTKP,https://api.spotify.com/v1/audio-analysis/117LA4c5O1XWnU2GtEFTKP,226907,4
49,Ainda é tempo,0.399,0.697,7,-8.238,1,0.0736,0.346,0.0,0.158,0.665,144.082,audio_features,4Y3tWcaaMECp4lNJvJTwLy,spotify:track:4Y3tWcaaMECp4lNJvJTwLy,https://api.spotify.com/v1/tracks/4Y3tWcaaMECp4lNJvJTwLy,https://api.spotify.com/v1/audio-analysis/4Y3tWcaaMECp4lNJvJTwLy,328267,4
50,Fica,0.577,0.673,4,-5.321,0,0.0428,0.569,0.0,0.163,0.481,145.987,audio_features,6wPk9Fo3z4JSxX2GNnankh,spotify:track:6wPk9Fo3z4JSxX2GNnankh,https://api.spotify.com/v1/tracks/6wPk9Fo3z4JSxX2GNnankh,https://api.spotify.com/v1/audio-analysis/6wPk9Fo3z4JSxX2GNnankh,238907,4
51,Meu Pior Amigo,0.82,0.329,7,-7.859,0,0.0422,0.273,0.00143,0.189,0.523,120.005,audio_features,5Vjhpp2vftIrYk3Fija7j7,spotify:track:5Vjhpp2vftIrYk3Fija7j7,https://api.spotify.com/v1/tracks/5Vjhpp2vftIrYk3Fija7j7,https://api.spotify.com/v1/audio-analysis/5Vjhpp2vftIrYk3Fija7j7,217737,4
52,There’s A First Time For Everything,0.551,0.737,1,-5.573,1,0.103,0.466,2.74e-06,0.21,0.611,197.997,audio_features,0I3FXz5RssOlMNI0FmPAkc,spotify:track:0I3FXz5RssOlMNI0FmPAkc,https://api.spotify.com/v1/tracks/0I3FXz5RssOlMNI0FmPAkc,https://api.spotify.com/v1/audio-analysis/0I3FXz5RssOlMNI0FmPAkc,136770,4
53,Into Yesterday,0.666,0.788,11,-6.821,1,0.0335,0.131,0.000145,0.15,0.922,91.018,audio_features,02TQFXm2cV6uwOr2OmlYBC,spotify:track:02TQFXm2cV6uwOr2OmlYBC,https://api.spotify.com/v1/tracks/02TQFXm2cV6uwOr2OmlYBC,https://api.spotify.com/v1/audio-analysis/02TQFXm2cV6uwOr2OmlYBC,251467,4
54,Civil War,0.336,0.787,10,-8.803,0,0.0732,0.0793,0.0648,0.32,0.383,140.003,audio_features,6i4Qi1mJxXjqNIL9HfJhRs,spotify:track:6i4Qi1mJxXjqNIL9HfJhRs,https://api.spotify.com/v1/tracks/6i4Qi1mJxXjqNIL9HfJhRs,https://api.spotify.com/v1/audio-analysis/6i4Qi1mJxXjqNIL9HfJhRs,462093,4
55,Virgínia,0.643,0.363,11,-13.126,1,0.0274,0.812,0.000264,0.171,0.258,125.796,audio_features,2Ei5auE9kCmwKB2JZtKPKO,spotify:track:2Ei5auE9kCmwKB2JZtKPKO,https://api.spotify.com/v1/tracks/2Ei5auE9kCmwKB2JZtKPKO,https://api.spotify.com/v1/audio-analysis/2Ei5auE9kCmwKB2JZtKPKO,229107,4
56,Light In The Dark,0.608,0.421,7,-9.643,0,0.047,0.786,0.000894,0.229,0.0562,127.832,audio_features,0eNmVVZv7X5HKgf4V7WykW,spotify:track:0eNmVVZv7X5HKgf4V7WykW,https://api.spotify.com/v1/tracks/0eNmVVZv7X5HKgf4V7WykW,https://api.spotify.com/v1/audio-analysis/0eNmVVZv7X5HKgf4V7WykW,161470,4
57,Luzes de Natal - Acústico,0.624,0.54,4,-9.377,0,0.0437,0.401,1.75e-06,0.3,0.176,84.764,audio_features,2yNNHFLkqlbR4DyKCG08kF,spotify:track:2yNNHFLkqlbR4DyKCG08kF,https://api.spotify.com/v1/tracks/2yNNHFLkqlbR4DyKCG08kF,https://api.spotify.com/v1/audio-analysis/2yNNHFLkqlbR4DyKCG08kF,163285,4
58,Pale Moon,0.56,0.66,0,-5.654,1,0.027,0.203,0.0,0.599,0.584,93.619,audio_features,7jqWQnp2usYfyGwWJrQT0c,spotify:track:7jqWQnp2usYfyGwWJrQT0c,https://api.spotify.com/v1/tracks/7jqWQnp2usYfyGwWJrQT0c,https://api.spotify.com/v1/audio-analysis/7jqWQnp2usYfyGwWJrQT0c,203032,4
59,alice (só que sem as maravilhas),0.43,0.621,3,-8.742,1,0.0959,0.196,0.0,0.0811,0.473,149.241,audio_features,5FSjNo8QjPCMU5qo8NKOxY,spotify:track:5FSjNo8QjPCMU5qo8NKOxY,https://api.spotify.com/v1/tracks/5FSjNo8QjPCMU5qo8NKOxY,https://api.spotify.com/v1/audio-analysis/5FSjNo8QjPCMU5qo8NKOxY,151111,4
60,wachito rico,0.702,0.748,9,-9.304,1,0.0463,0.0334,0.00296,0.104,0.967,123.02,audio_features,0OYf62rdwDouKohtCALD55,spotify:track:0OYf62rdwDouKohtCALD55,https://api.spotify.com/v1/tracks/0OYf62rdwDouKohtCALD55,https://api.spotify.com/v1/audio-analysis/0OYf62rdwDouKohtCALD55,214146,4
61,Pluto Projector,0.379,0.219,5,-11.196,1,0.0307,0.707,0.000691,0.118,0.188,79.786,audio_features,4EWBhKf1fOFnyMtUzACXEc,spotify:track:4EWBhKf1fOFnyMtUzACXEc,https://api.spotify.com/v1/tracks/4EWBhKf1fOFnyMtUzACXEc,https://api.spotify.com/v1/audio-analysis/4EWBhKf1fOFnyMtUzACXEc,267520,4
62,Helicopter,0.47,0.952,11,-3.641,0,0.134,0.000139,0.00283,0.386,0.398,170.058,audio_features,7vjzFWG4neQ9YYMN9yZ9hr,spotify:track:7vjzFWG4neQ9YYMN9yZ9hr,https://api.spotify.com/v1/tracks/7vjzFWG4neQ9YYMN9yZ9hr,https://api.spotify.com/v1/audio-analysis/7vjzFWG4neQ9YYMN9yZ9hr,220573,4
63,Enquanto Eu Passar Na Sua Rua,0.526,0.771,6,-5.507,1,0.0325,0.128,6.36e-06,0.167,0.681,102.007,audio_features,0BMowyr7gejwveFKRkhj0l,spotify:track:0BMowyr7gejwveFKRkhj0l,https://api.spotify.com/v1/tracks/0BMowyr7gejwveFKRkhj0l,https://api.spotify.com/v1/audio-analysis/0BMowyr7gejwveFKRkhj0l,203987,4
64,I Wanna Be Me,0.258,0.92,8,-8.955,1,0.0574,0.092,0.0,0.0909,0.527,146.597,audio_features,0NHbdY5yC3ItJi2olhm7fK,spotify:track:0NHbdY5yC3ItJi2olhm7fK,https://api.spotify.com/v1/tracks/0NHbdY5yC3ItJi2olhm7fK,https://api.spotify.com/v1/audio-analysis/0NHbdY5yC3ItJi2olhm7fK,191760,4
65,Dá pra ser?,0.729,0.595,8,-6.176,0,0.404,0.659,2.7e-06,0.193,0.633,99.258,audio_features,7jdP9m9lpNp51ainfora8t,spotify:track:7jdP9m9lpNp51ainfora8t,https://api.spotify.com/v1/tracks/7jdP9m9lpNp51ainfora8t,https://api.spotify.com/v1/audio-analysis/7jdP9m9lpNp51ainfora8t,236524,4
66,Oh Baby,0.695,0.8,8,-5.011,1,0.0345,0.0278,0.00118,0.118,0.39,124.022,audio_features,0RNdlFw9TaimQ6syL8rgCh,spotify:track:0RNdlFw9TaimQ6syL8rgCh,https://api.spotify.com/v1/tracks/0RNdlFw9TaimQ6syL8rgCh,https://api.spotify.com/v1/audio-analysis/0RNdlFw9TaimQ6syL8rgCh,159896,4
67,Night Vision,0.688,0.505,7,-9.16,1,0.0286,0.535,0.482,0.217,0.767,121.046,audio_features,1MwPvniPtqPkXwtQDFiJdb,spotify:track:1MwPvniPtqPkXwtQDFiJdb,https://api.spotify.com/v1/tracks/1MwPvniPtqPkXwtQDFiJdb,https://api.spotify.com/v1/audio-analysis/1MwPvniPtqPkXwtQDFiJdb,117733,4
68,Se Você Tem Amor,0.589,0.661,6,-8.955,0,0.21,0.0439,5.22e-06,0.0968,0.382,108.035,audio_features,5scK80Nrz12oGUnQGcPgg1,spotify:track:5scK80Nrz12oGUnQGcPgg1,https://api.spotify.com/v1/tracks/5scK80Nrz12oGUnQGcPgg1,https://api.spotify.com/v1/audio-analysis/5scK80Nrz12oGUnQGcPgg1,196200,4
69,Cedo ou Tarde,0.594,0.924,10,-2.907,1,0.0269,0.336,0.0,0.277,0.416,107.258,audio_features,4RzFPIpnYo7vf0kQI8Gdg1,spotify:track:4RzFPIpnYo7vf0kQI8Gdg1,https://api.spotify.com/v1/tracks/4RzFPIpnYo7vf0kQI8Gdg1,https://api.spotify.com/v1/audio-analysis/4RzFPIpnYo7vf0kQI8Gdg1,193467,4
70,"New To You (with Normani, Tinashe, & Offset)",0.728,0.707,5,-5.09,0,0.0436,0.371,0.00107,0.126,0.802,96.023,audio_features,22PTmk4mzAVi92WiQPAcFp,spotify:track:22PTmk4mzAVi92WiQPAcFp,https://api.spotify.com/v1/tracks/22PTmk4mzAVi92WiQPAcFp,https://api.spotify.com/v1/audio-analysis/22PTmk4mzAVi92WiQPAcFp,302952,4
