,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
3596,A Voz,0.861,0.529,4,-9.628,0,0.144,0.12,0.00147,0.137,0.555,101.018,audio_features,4klqexm5gWmkYJENbbKvz4,spotify:track:4klqexm5gWmkYJENbbKvz4,https://api.spotify.com/v1/tracks/4klqexm5gWmkYJENbbKvz4,https://api.spotify.com/v1/audio-analysis/4klqexm5gWmkYJENbbKvz4,156160,4
3597,BLOODY STREAM,0.274,0.903,8,-3.125,1,0.064,0.0086,0.0,0.315,0.662,129.999,audio_features,3BSPKTravgBDjmuG1rIXvw,spotify:track:3BSPKTravgBDjmuG1rIXvw,https://api.spotify.com/v1/tracks/3BSPKTravgBDjmuG1rIXvw,https://api.spotify.com/v1/audio-analysis/3BSPKTravgBDjmuG1rIXvw,261920,4
3598,Treat Her Better,0.452,0.689,5,-6.194,0,0.0422,0.383,0.011,0.273,0.342,206.733,audio_features,0yzbBhKzbPnAwxT1UNKfHS,spotify:track:0yzbBhKzbPnAwxT1UNKfHS,https://api.spotify.com/v1/tracks/0yzbBhKzbPnAwxT1UNKfHS,https://api.spotify.com/v1/audio-analysis/0yzbBhKzbPnAwxT1UNKfHS,229121,4
3599,Close To You,0.876,0.646,6,-5.756,1,0.0435,0.422,0.00195,0.0705,0.832,140.032,audio_features,50PyquzZ9BaBwLZZd1AuuV,spotify:track:50PyquzZ9BaBwLZZd1AuuV,https://api.spotify.com/v1/tracks/50PyquzZ9BaBwLZZd1AuuV,https://api.spotify.com/v1/audio-analysis/50PyquzZ9BaBwLZZd1AuuV,194693,4
3600,cheguei pra ficar,0.735,0.622,0,-6.48,1,0.0952,0.0854,2.91e-06,0.0722,0.387,94.01,audio_features,34jMs2zSVaQTUlBHtBytjM,spotify:track:34jMs2zSVaQTUlBHtBytjM,https://api.spotify.com/v1/tracks/34jMs2zSVaQTUlBHtBytjM,https://api.spotify.com/v1/audio-analysis/34jMs2zSVaQTUlBHtBytjM,194676,4
3601,Mountain Views,0.7,0.502,11,-8.16,1,0.0318,0.334,0.00861,0.136,0.586,131.029,audio_features,6GnUjYnkE97aHlppNYQJjD,spotify:track:6GnUjYnkE97aHlppNYQJjD,https://api.spotify.com/v1/tracks/6GnUjYnkE97aHlppNYQJjD,https://api.spotify.com/v1/audio-analysis/6GnUjYnkE97aHlppNYQJjD,192034,4
3602,Talk Words,0.881,0.385,9,-9.516,1,0.0465,0.222,0.00105,0.104,0.571,119.004,audio_features,1QloOO4c5p6DkvnjcHDSSb,spotify:track:1QloOO4c5p6DkvnjcHDSSb,https://api.spotify.com/v1/tracks/1QloOO4c5p6DkvnjcHDSSb,https://api.spotify.com/v1/audio-analysis/1QloOO4c5p6DkvnjcHDSSb,213025,4
3603,Já Sei,0.671,0.836,9,-6.672,0,0.0567,0.687,0.000559,0.132,0.837,145.532,audio_features,352FuGmGJClPjojSYjNrXG,spotify:track:352FuGmGJClPjojSYjNrXG,https://api.spotify.com/v1/tracks/352FuGmGJClPjojSYjNrXG,https://api.spotify.com/v1/audio-analysis/352FuGmGJClPjojSYjNrXG,196933,4
3604,Sweet Home Alabama,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,audio_features,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg,283800,4
3605,Golden Trunks,0.492,0.564,2,-5.811,1,0.0278,0.129,1.73e-05,0.131,0.0896,92.544,audio_features,3NmndGYOIYocA5OTHMVoaw,spotify:track:3NmndGYOIYocA5OTHMVoaw,https://api.spotify.com/v1/tracks/3NmndGYOIYocA5OTHMVoaw,https://api.spotify.com/v1/audio-analysis/3NmndGYOIYocA5OTHMVoaw,173627,4
3606,Q.S.A,0.696,0.524,5,-6.537,0,0.036,0.39,7.69e-06,0.109,0.681,160.018,audio_features,23Bu61tvhyo9wq2az3NyK9,spotify:track:23Bu61tvhyo9wq2az3NyK9,https://api.spotify.com/v1/tracks/23Bu61tvhyo9wq2az3NyK9,https://api.spotify.com/v1/audio-analysis/23Bu61tvhyo9wq2az3NyK9,244992,4
3607,You Make The World A Better Place,0.432,0.116,0,-14.222,1,0.0345,0.952,0.0685,0.149,0.0814,99.887,audio_features,1OcX5myU73VFwUAanEvnnb,spotify:track:1OcX5myU73VFwUAanEvnnb,https://api.spotify.com/v1/tracks/1OcX5myU73VFwUAanEvnnb,https://api.spotify.com/v1/audio-analysis/1OcX5myU73VFwUAanEvnnb,221031,4
3608,Say So,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,audio_features,3Dv1eDb0MEgF93GpLXlucZ,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4
3609,Razorblade,0.394,0.859,9,-3.851,1,0.0409,0.00201,0.233,0.1,0.511,136.075,audio_features,4UF1eupXP9Zz5GpYepyOxI,spotify:track:4UF1eupXP9Zz5GpYepyOxI,https://api.spotify.com/v1/tracks/4UF1eupXP9Zz5GpYepyOxI,https://api.spotify.com/v1/audio-analysis/4UF1eupXP9Zz5GpYepyOxI,208133,5
3610,Yahweh Elyon,0.381,0.23,8,-16.455,0,0.0443,0.766,0.00581,0.124,0.126,76.912,audio_features,6ac4RGv1zUsmklvuMlzH50,spotify:track:6ac4RGv1zUsmklvuMlzH50,https://api.spotify.com/v1/tracks/6ac4RGv1zUsmklvuMlzH50,https://api.spotify.com/v1/audio-analysis/6ac4RGv1zUsmklvuMlzH50,194753,4
3611,Love Is Only a Feeling,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,audio_features,7umZiitjVsEjMQ6HNddpUI,spotify:track:7umZiitjVsEjMQ6HNddpUI,https://api.spotify.com/v1/tracks/7umZiitjVsEjMQ6HNddpUI,https://api.spotify.com/v1/audio-analysis/7umZiitjVsEjMQ6HNddpUI,152041,4
3612,"I'm Going To Memphis - Bear's Sonic Journals: Live At The Carousel Ballroom, April 24 1968",0.43,0.335,10,-18.648,1,0.206,0.806,5.77e-06,0.748,0.732,170.939,audio_features,2FVt3T3h8WQ5pLA0ysfsBj,spotify:track:2FVt3T3h8WQ5pLA0ysfsBj,https://api.spotify.com/v1/tracks/2FVt3T3h8WQ5pLA0ysfsBj,https://api.spotify.com/v1/audio-analysis/2FVt3T3h8WQ5pLA0ysfsBj,246881,4
3613,Motor - Ao Vivo,0.392,0.413,2,-7.138,1,0.0386,0.572,4.81e-05,0.601,0.159,115.499,audio_features,0Lk1WkkM7QPFjMZaPeQpQ4,spotify:track:0Lk1WkkM7QPFjMZaPeQpQ4,https://api.spotify.com/v1/tracks/0Lk1WkkM7QPFjMZaPeQpQ4,https://api.spotify.com/v1/audio-analysis/0Lk1WkkM7QPFjMZaPeQpQ4,319578,4
3614,Madressilva,0.424,0.174,5,-13.299,0,0.0405,0.83,2.44e-05,0.097,0.307,145.144,audio_features,0vCldRAOOuG5Ic7bG8AY0g,spotify:track:0vCldRAOOuG5Ic7bG8AY0g,https://api.spotify.com/v1/tracks/0vCldRAOOuG5Ic7bG8AY0g,https://api.spotify.com/v1/audio-analysis/0vCldRAOOuG5Ic7bG8AY0g,213507,3
3615,Little Talks,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,audio_features,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,266600,4
3616,Paint,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
3617,O futuro do olavismo sem Olavo,0.592,0.313,0,-13.023,1,0.434,0.403,2.15e-05,0.258,0.249,170.142,audio_features,0kCJZUTMANrBouMBigyXQo,spotify:track:0kCJZUTMANrBouMBigyXQo,https://api.spotify.com/v1/tracks/0kCJZUTMANrBouMBigyXQo,https://api.spotify.com/v1/audio-analysis/0kCJZUTMANrBouMBigyXQo,90262,4
3618,Vai Valer a Pena,0.55,0.442,0,-5.708,1,0.0313,0.573,0.0,0.138,0.248,123.744,audio_features,7fzImqefMkagp3jEeKtdVy,spotify:track:7fzImqefMkagp3jEeKtdVy,https://api.spotify.com/v1/tracks/7fzImqefMkagp3jEeKtdVy,https://api.spotify.com/v1/audio-analysis/7fzImqefMkagp3jEeKtdVy,386560,4
3619,Strawberry Fields Forever - Remastered 2009,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,3Am0IbOxmvlSXro7N5iSfZ,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/tracks/3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/audio-analysis/3Am0IbOxmvlSXro7N5iSfZ,247320,4
3620,Placebo,0.488,0.949,10,-5.521,1,0.0581,0.00117,2.11e-05,0.327,0.277,133.079,audio_features,5S3K25NtSmKRZWbM4WN8IW,spotify:track:5S3K25NtSmKRZWbM4WN8IW,https://api.spotify.com/v1/tracks/5S3K25NtSmKRZWbM4WN8IW,https://api.spotify.com/v1/audio-analysis/5S3K25NtSmKRZWbM4WN8IW,214882,4
3621,Here Comes the Sun,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
3622,Tap Out,0.737,0.745,9,-5.944,1,0.0351,0.0176,0.381,0.306,0.629,115.989,audio_features,2ThdB23G9Rgf1ExndFGEEg,spotify:track:2ThdB23G9Rgf1ExndFGEEg,https://api.spotify.com/v1/tracks/2ThdB23G9Rgf1ExndFGEEg,https://api.spotify.com/v1/audio-analysis/2ThdB23G9Rgf1ExndFGEEg,222360,4
3623,Cold Hearted,0.879,0.679,7,-8.59,0,0.0421,0.149,0.00871,0.0787,0.724,122.38,audio_features,6jrp8qBMJO6vhAeYVAsdk9,spotify:track:6jrp8qBMJO6vhAeYVAsdk9,https://api.spotify.com/v1/tracks/6jrp8qBMJO6vhAeYVAsdk9,https://api.spotify.com/v1/audio-analysis/6jrp8qBMJO6vhAeYVAsdk9,230853,4
3624,Dar uma Namorada - Ao Vivo,0.504,0.916,0,-4.166,1,0.184,0.312,0.0,0.977,0.498,122.618,audio_features,2PZmUFZGlUqkYJL0s0Cl6C,spotify:track:2PZmUFZGlUqkYJL0s0Cl6C,https://api.spotify.com/v1/tracks/2PZmUFZGlUqkYJL0s0Cl6C,https://api.spotify.com/v1/audio-analysis/2PZmUFZGlUqkYJL0s0Cl6C,129354,4
3625,Science Fiction,0.542,0.766,7,-5.411,1,0.0282,0.0295,0.0802,0.396,0.643,88.062,audio_features,57oJKJys4oC7NTR7hwZkPU,spotify:track:57oJKJys4oC7NTR7hwZkPU,https://api.spotify.com/v1/tracks/57oJKJys4oC7NTR7hwZkPU,https://api.spotify.com/v1/audio-analysis/57oJKJys4oC7NTR7hwZkPU,185907,4
3626,Ate O Fim,0.635,0.808,4,-7.806,0,0.0262,0.0801,6.2e-05,0.983,0.768,132.134,audio_features,1fa1CGNcZTB1HYh4ut8nb3,spotify:track:1fa1CGNcZTB1HYh4ut8nb3,https://api.spotify.com/v1/tracks/1fa1CGNcZTB1HYh4ut8nb3,https://api.spotify.com/v1/audio-analysis/1fa1CGNcZTB1HYh4ut8nb3,218933,4
3627,Willow Tree,0.402,0.499,9,-10.63,1,0.0519,0.00652,3.8e-05,0.102,0.303,141.842,audio_features,5aF9IuknhnF29MuvI7jRHA,spotify:track:5aF9IuknhnF29MuvI7jRHA,https://api.spotify.com/v1/tracks/5aF9IuknhnF29MuvI7jRHA,https://api.spotify.com/v1/audio-analysis/5aF9IuknhnF29MuvI7jRHA,280000,4
3628,Vai Lá Em Casa Hoje,0.456,0.84,8,-3.637,0,0.283,0.519,0.0,0.96,0.589,157.612,audio_features,2wSCalnGOnXdAJC0Fn8OUY,spotify:track:2wSCalnGOnXdAJC0Fn8OUY,https://api.spotify.com/v1/tracks/2wSCalnGOnXdAJC0Fn8OUY,https://api.spotify.com/v1/audio-analysis/2wSCalnGOnXdAJC0Fn8OUY,191524,4
3629,Olha,0.369,0.229,6,-8.509,0,0.0357,0.882,0.000295,0.106,0.0941,62.642,audio_features,58jrRMLPVqDMR6iqdhrPDD,spotify:track:58jrRMLPVqDMR6iqdhrPDD,https://api.spotify.com/v1/tracks/58jrRMLPVqDMR6iqdhrPDD,https://api.spotify.com/v1/audio-analysis/58jrRMLPVqDMR6iqdhrPDD,259681,4
3630,Swimming,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,audio_features,6REbwUNlppTfcnV4d4ZoZi,spotify:track:6REbwUNlppTfcnV4d4ZoZi,https://api.spotify.com/v1/tracks/6REbwUNlppTfcnV4d4ZoZi,https://api.spotify.com/v1/audio-analysis/6REbwUNlppTfcnV4d4ZoZi,247800,4
3631,I'm A Man,0.73,0.804,11,-7.598,0,0.17,0.00224,0.719,0.0629,0.815,129.992,audio_features,5GfhZx3vzANh2z1mbjMR2K,spotify:track:5GfhZx3vzANh2z1mbjMR2K,https://api.spotify.com/v1/tracks/5GfhZx3vzANh2z1mbjMR2K,https://api.spotify.com/v1/audio-analysis/5GfhZx3vzANh2z1mbjMR2K,273547,4
3632,Won't Get Fooled Again - Original Album Version,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,audio_features,0cJPLFrlV7TTCyPLupHzcH,spotify:track:0cJPLFrlV7TTCyPLupHzcH,https://api.spotify.com/v1/tracks/0cJPLFrlV7TTCyPLupHzcH,https://api.spotify.com/v1/audio-analysis/0cJPLFrlV7TTCyPLupHzcH,511400,4
3633,Bamboo,0.613,0.231,9,-16.752,1,0.0388,0.902,0.806,0.115,0.13,75.048,audio_features,7Ec608SPVnTrsyyWIGUZOZ,spotify:track:7Ec608SPVnTrsyyWIGUZOZ,https://api.spotify.com/v1/tracks/7Ec608SPVnTrsyyWIGUZOZ,https://api.spotify.com/v1/audio-analysis/7Ec608SPVnTrsyyWIGUZOZ,148000,4
3634,Cash,0.758,0.777,5,-5.959,0,0.0532,0.0572,0.0,0.0947,0.813,154.455,audio_features,5lMXToPjcZst8sItJeneYt,spotify:track:5lMXToPjcZst8sItJeneYt,https://api.spotify.com/v1/tracks/5lMXToPjcZst8sItJeneYt,https://api.spotify.com/v1/audio-analysis/5lMXToPjcZst8sItJeneYt,214508,4
3635,Esperar É Caminhar,0.539,0.541,9,-7.594,1,0.0287,0.262,1.57e-05,0.123,0.275,131.919,audio_features,6RdPzt8LXNh7JsbEMSoxkP,spotify:track:6RdPzt8LXNh7JsbEMSoxkP,https://api.spotify.com/v1/tracks/6RdPzt8LXNh7JsbEMSoxkP,https://api.spotify.com/v1/audio-analysis/6RdPzt8LXNh7JsbEMSoxkP,371008,4
3636,MIDDLE CHILD,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,audio_features,2JvzF1RMd7lE3KmFlsyZD8,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/tracks/2JvzF1RMd7lE3KmFlsyZD8,https://api.spotify.com/v1/audio-analysis/2JvzF1RMd7lE3KmFlsyZD8,213594,4
3637,Be Mine,0.52,0.637,9,-6.882,1,0.0362,0.0172,2.31e-05,0.256,0.879,166.044,audio_features,2obd4xYbCzz5mj6PMED9RR,spotify:track:2obd4xYbCzz5mj6PMED9RR,https://api.spotify.com/v1/tracks/2obd4xYbCzz5mj6PMED9RR,https://api.spotify.com/v1/audio-analysis/2obd4xYbCzz5mj6PMED9RR,164708,4
3638,Love song,0.384,0.0701,9,-16.512,1,0.0367,0.966,0.00017,0.0805,0.288,63.425,audio_features,5tyMJlMqaggzvuX7TtlrTe,spotify:track:5tyMJlMqaggzvuX7TtlrTe,https://api.spotify.com/v1/tracks/5tyMJlMqaggzvuX7TtlrTe,https://api.spotify.com/v1/audio-analysis/5tyMJlMqaggzvuX7TtlrTe,229326,4
3639,Notificação Preferida - Ao Vivo,0.398,0.838,8,-4.734,0,0.13,0.778,0.0,0.189,0.206,156.008,audio_features,3tA0vALUwrzkTgHcm9j6oJ,spotify:track:3tA0vALUwrzkTgHcm9j6oJ,https://api.spotify.com/v1/tracks/3tA0vALUwrzkTgHcm9j6oJ,https://api.spotify.com/v1/audio-analysis/3tA0vALUwrzkTgHcm9j6oJ,182341,3
3640,Zaluzejo (Ao Vivo),0.512,0.651,6,-7.521,1,0.104,0.755,0.0,0.704,0.725,137.712,audio_features,2Inz7XgtneP9FfgaSazea8,spotify:track:2Inz7XgtneP9FfgaSazea8,https://api.spotify.com/v1/tracks/2Inz7XgtneP9FfgaSazea8,https://api.spotify.com/v1/audio-analysis/2Inz7XgtneP9FfgaSazea8,447609,5
3641,Vida Dupla,0.473,0.879,5,-4.828,0,0.062,0.025,0.0,0.0721,0.588,89.729,audio_features,1qFJQ1kgS4mOomF98ML7yd,spotify:track:1qFJQ1kgS4mOomF98ML7yd,https://api.spotify.com/v1/tracks/1qFJQ1kgS4mOomF98ML7yd,https://api.spotify.com/v1/audio-analysis/1qFJQ1kgS4mOomF98ML7yd,280833,4
3642,Vem,0.753,0.395,4,-8.19,1,0.133,0.525,0.0,0.181,0.724,80.959,audio_features,6hiKXxS7pgPKnKfCU7UJ6O,spotify:track:6hiKXxS7pgPKnKfCU7UJ6O,https://api.spotify.com/v1/tracks/6hiKXxS7pgPKnKfCU7UJ6O,https://api.spotify.com/v1/audio-analysis/6hiKXxS7pgPKnKfCU7UJ6O,166693,4
3643,2026,0.696,0.859,6,-5.399,0,0.0328,0.0374,2.81e-05,0.093,0.728,119.976,audio_features,0BgoERlsx1Amx30GgJJ3eK,spotify:track:0BgoERlsx1Amx30GgJJ3eK,https://api.spotify.com/v1/tracks/0BgoERlsx1Amx30GgJJ3eK,https://api.spotify.com/v1/audio-analysis/0BgoERlsx1Amx30GgJJ3eK,183991,4
3644,Da Luta,0.34,0.619,7,-6.686,1,0.032,0.258,0.000996,0.0886,0.573,103.372,audio_features,0SUYpwKbANkqAjO1vhMt07,spotify:track:0SUYpwKbANkqAjO1vhMt07,https://api.spotify.com/v1/tracks/0SUYpwKbANkqAjO1vhMt07,https://api.spotify.com/v1/audio-analysis/0SUYpwKbANkqAjO1vhMt07,245867,3
3645,Die Happy,0.573,0.873,0,-3.838,1,0.0297,0.000431,0.0,0.403,0.842,102.012,audio_features,6NJ5Q5QujNwwsst5mdSEfF,spotify:track:6NJ5Q5QujNwwsst5mdSEfF,https://api.spotify.com/v1/tracks/6NJ5Q5QujNwwsst5mdSEfF,https://api.spotify.com/v1/audio-analysis/6NJ5Q5QujNwwsst5mdSEfF,186903,4
3646,Fever To The Form,0.358,0.546,0,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489,audio_features,1QJnDJuYOGj05iSc4eWGr5,spotify:track:1QJnDJuYOGj05iSc4eWGr5,https://api.spotify.com/v1/tracks/1QJnDJuYOGj05iSc4eWGr5,https://api.spotify.com/v1/audio-analysis/1QJnDJuYOGj05iSc4eWGr5,252960,3
3647,Eu Queria Mudar,0.852,0.42,6,-10.957,1,0.18,0.562,0.0,0.101,0.782,146.055,audio_features,0LgKNrAmUXOyDbIVdqdm07,spotify:track:0LgKNrAmUXOyDbIVdqdm07,https://api.spotify.com/v1/tracks/0LgKNrAmUXOyDbIVdqdm07,https://api.spotify.com/v1/audio-analysis/0LgKNrAmUXOyDbIVdqdm07,293527,4
3648,Under Pressure - Remastered 2011,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805,audio_features,2fuCquhmrzHpu5xcA1ci9x,spotify:track:2fuCquhmrzHpu5xcA1ci9x,https://api.spotify.com/v1/tracks/2fuCquhmrzHpu5xcA1ci9x,https://api.spotify.com/v1/audio-analysis/2fuCquhmrzHpu5xcA1ci9x,248440,4
3649,Let Me In - From The Fault in Our Stars Soundtrack,0.476,0.744,6,-6.602,1,0.0515,0.00397,0.000173,0.0982,0.159,127.934,audio_features,4WUduEPZZG6wiE9B5IklnY,spotify:track:4WUduEPZZG6wiE9B5IklnY,https://api.spotify.com/v1/tracks/4WUduEPZZG6wiE9B5IklnY,https://api.spotify.com/v1/audio-analysis/4WUduEPZZG6wiE9B5IklnY,239658,4
3650,Skinny Ape,0.466,0.868,7,-3.442,1,0.136,0.017,0.00673,0.129,0.578,179.928,audio_features,3G69pyQGyx49kjsy9waiXf,spotify:track:3G69pyQGyx49kjsy9waiXf,https://api.spotify.com/v1/tracks/3G69pyQGyx49kjsy9waiXf,https://api.spotify.com/v1/audio-analysis/3G69pyQGyx49kjsy9waiXf,281259,4
3651,Modulation,0.448,0.509,11,-5.451,0,0.502,0.326,0.00185,0.369,0.833,74.649,audio_features,5IjfFv5gehGEuht2IFDbcE,spotify:track:5IjfFv5gehGEuht2IFDbcE,https://api.spotify.com/v1/tracks/5IjfFv5gehGEuht2IFDbcE,https://api.spotify.com/v1/audio-analysis/5IjfFv5gehGEuht2IFDbcE,193570,4
3652,Gold Snafu,0.66,0.849,0,-5.97,1,0.029,0.00458,0.000107,0.0878,0.839,102.003,audio_features,01agKeBhkaFQuGJkVzdI2K,spotify:track:01agKeBhkaFQuGJkVzdI2K,https://api.spotify.com/v1/tracks/01agKeBhkaFQuGJkVzdI2K,https://api.spotify.com/v1/audio-analysis/01agKeBhkaFQuGJkVzdI2K,218903,4
3653,Feel (feat. Lianne La Havas),0.611,0.134,11,-13.96,1,0.0537,0.836,0.0184,0.081,0.136,115.909,audio_features,7MGNHuYwmm9UjQgdVciO1v,spotify:track:7MGNHuYwmm9UjQgdVciO1v,https://api.spotify.com/v1/tracks/7MGNHuYwmm9UjQgdVciO1v,https://api.spotify.com/v1/audio-analysis/7MGNHuYwmm9UjQgdVciO1v,390560,3
3654,Gimme Love,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,audio_features,0HItcI6qN6Dr4MC3CZryQh,spotify:track:0HItcI6qN6Dr4MC3CZryQh,https://api.spotify.com/v1/tracks/0HItcI6qN6Dr4MC3CZryQh,https://api.spotify.com/v1/audio-analysis/0HItcI6qN6Dr4MC3CZryQh,214558,3
3655,De Novo e de Novo,0.637,0.706,1,-9.29,1,0.524,0.808,2.04e-05,0.198,0.55,79.908,audio_features,0CayZmGkI1WHwfdz4eHlU7,spotify:track:0CayZmGkI1WHwfdz4eHlU7,https://api.spotify.com/v1/tracks/0CayZmGkI1WHwfdz4eHlU7,https://api.spotify.com/v1/audio-analysis/0CayZmGkI1WHwfdz4eHlU7,171000,4
3656,Hand in My Pocket,0.642,0.769,0,-4.501,1,0.0269,0.0522,0.00032,0.0772,0.621,92.292,audio_features,78kkknD87Eor8RDGY9Gyuv,spotify:track:78kkknD87Eor8RDGY9Gyuv,https://api.spotify.com/v1/tracks/78kkknD87Eor8RDGY9Gyuv,https://api.spotify.com/v1/audio-analysis/78kkknD87Eor8RDGY9Gyuv,219627,4
3657,conversa com uma menina branca,0.76,0.816,6,-4.879,1,0.39,0.587,0.0,0.0847,0.821,88.729,audio_features,47bTjCYOsrSZyP6tPbFRB6,spotify:track:47bTjCYOsrSZyP6tPbFRB6,https://api.spotify.com/v1/tracks/47bTjCYOsrSZyP6tPbFRB6,https://api.spotify.com/v1/audio-analysis/47bTjCYOsrSZyP6tPbFRB6,100437,4
3658,A Última Noite,0.554,0.51,7,-8.485,1,0.0477,0.673,0.0,0.0964,0.713,154.787,audio_features,1COly0kisSWSrcUQkXUMcF,spotify:track:1COly0kisSWSrcUQkXUMcF,https://api.spotify.com/v1/tracks/1COly0kisSWSrcUQkXUMcF,https://api.spotify.com/v1/audio-analysis/1COly0kisSWSrcUQkXUMcF,255160,3
3659,Se Num For Demais,0.611,0.831,2,-5.458,1,0.114,0.148,0.0,0.302,0.262,149.784,audio_features,6FjMg9QFjZFduAj4H6znSd,spotify:track:6FjMg9QFjZFduAj4H6znSd,https://api.spotify.com/v1/tracks/6FjMg9QFjZFduAj4H6znSd,https://api.spotify.com/v1/audio-analysis/6FjMg9QFjZFduAj4H6znSd,196067,4
3660,Follow Me,0.761,0.723,5,-5.657,0,0.0958,0.12,3.33e-05,0.132,0.628,130.005,audio_features,0b8RxOVECQKVtkkdi47Cvk,spotify:track:0b8RxOVECQKVtkkdi47Cvk,https://api.spotify.com/v1/tracks/0b8RxOVECQKVtkkdi47Cvk,https://api.spotify.com/v1/audio-analysis/0b8RxOVECQKVtkkdi47Cvk,177565,4
3661,Will You Still Be Mine - RVG Remaster,0.604,0.453,8,-11.135,1,0.0378,0.806,0.000178,0.18,0.719,127.617,audio_features,1PH1sjijtkUjujNiiIgPUN,spotify:track:1PH1sjijtkUjujNiiIgPUN,https://api.spotify.com/v1/tracks/1PH1sjijtkUjujNiiIgPUN,https://api.spotify.com/v1/audio-analysis/1PH1sjijtkUjujNiiIgPUN,381360,4
3662,"Machinery Of Torment (From The Netflix Film ""Metal Lords"")",0.376,0.88,2,-6.132,1,0.0758,0.000253,0.000165,0.299,0.312,168.893,audio_features,2nUIQb5rkpHa2DOxZ7vcOH,spotify:track:2nUIQb5rkpHa2DOxZ7vcOH,https://api.spotify.com/v1/tracks/2nUIQb5rkpHa2DOxZ7vcOH,https://api.spotify.com/v1/audio-analysis/2nUIQb5rkpHa2DOxZ7vcOH,262732,4
3663,Colors,0.391,0.692,1,-6.543,0,0.0462,0.0946,1.58e-05,0.191,0.56,180.008,audio_features,6d4FWjx72iuRWzn1HwywLK,spotify:track:6d4FWjx72iuRWzn1HwywLK,https://api.spotify.com/v1/tracks/6d4FWjx72iuRWzn1HwywLK,https://api.spotify.com/v1/audio-analysis/6d4FWjx72iuRWzn1HwywLK,246587,4
3664,Interstellar Overdrive,0.23,0.704,9,-10.975,1,0.0566,0.767,0.869,0.112,0.308,94.227,audio_features,3xyTufSSGLP3oZnomceAVW,spotify:track:3xyTufSSGLP3oZnomceAVW,https://api.spotify.com/v1/tracks/3xyTufSSGLP3oZnomceAVW,https://api.spotify.com/v1/audio-analysis/3xyTufSSGLP3oZnomceAVW,580716,4
3665,Clonazepam 2 mg - Ao Vivo,0.441,0.828,10,-5.048,1,0.0353,0.0163,5.82e-05,0.362,0.354,146.246,audio_features,0L9oCkS4ltGUDU6ADqZypV,spotify:track:0L9oCkS4ltGUDU6ADqZypV,https://api.spotify.com/v1/tracks/0L9oCkS4ltGUDU6ADqZypV,https://api.spotify.com/v1/audio-analysis/0L9oCkS4ltGUDU6ADqZypV,198623,4
